Resale Price (RM),Brand Make,Model,Year of Manufacturer,Mileage (KM),Condition,Petrol Type,Transmission Type
71783,Nissan,Serena,2020,95405,Very Good,Petrol,Automatic
20844,Honda,Accord,2014,295801,Poor,Petrol,Automatic
32589,Toyota,Yaris,2018,87640,Good,Petrol,Automatic
32290,Mazda,CX-5,2015,150150,Fair,Petrol,Automatic
63014,Toyota,Vios,2022,65736,Very Good,Petrol,Automatic
61633,Toyota,Camry,2018,86779,Fair,Hybrid,Automatic
66566,Honda,City,2023,47838,Very Good,Petrol,CVT
147059,Nissan,X-Trail,2024,12896,Excellent,Petrol,Automatic
50354,Honda,BR-V,2020,85220,Very Good,Petrol,Automatic
239227,Lexus,IS,2024,23128,Excellent,Hybrid,Automatic
98168,Toyota,Corolla,2023,49432,Very Good,Petrol,CVT
143638,Lexus,ES,2020,104880,Good,Petrol,Automatic
389798,Lexus,RX,2024,20979,Excellent,Hybrid,Automatic
318620,Lexus,RX,2023,30320,Excellent,Hybrid,Automatic
89803,Toyota,Hilux,2023,42474,Good,Petrol,Automatic
39747,Toyota,Fortuner,2015,137420,Fair,Diesel,Automatic
91361,Mazda,Mazda2,2024,13380,Excellent,Petrol,Automatic
44912,Nissan,X-Trail,2018,142632,Fair,Petrol,Automatic
92651,Lexus,ES,2017,116392,Good,Hybrid,Automatic
68778,Nissan,Almera,2023,35500,Excellent,Petrol,Automatic
289748,Lexus,ES,2024,12189,Excellent,Hybrid,Automatic
84346,Nissan,Navara,2023,41958,Good,Petrol,Automatic
47482,Mazda,Mazda2,2020,91240,Very Good,Petrol,Automatic
36117,Mazda,Mazda6,2016,129906,Poor,Petrol,Automatic
67808,Mazda,Mazda2,2023,49544,Good,Petrol,Automatic
102947,Nissan,Navara,2024,21214,Excellent,Petrol,Automatic
105495,Nissan,Navara,2024,22669,Excellent,Diesel,Manual
33442,Nissan,Navara,2017,157856,Good,Diesel,Manual
176231,Lexus,NX,2020,78900,Very Good,Hybrid,Automatic
13917,Nissan,Almera,2015,134100,Poor,Petrol,CVT
28303,Nissan,Navara,2017,187488,Fair,Diesel,Manual
241261,Lexus,NX,2022,54609,Very Good,Hybrid,Automatic
26845,Honda,City,2018,108206,Fair,Petrol,Automatic
118489,Lexus,ES,2019,114384,Good,Hybrid,Automatic
90426,Mazda,CX-5,2021,52308,Good,Petrol,Automatic
33813,Honda,BR-V,2018,126000,Good,Petrol,Automatic
60703,Honda,BR-V,2022,61956,Very Good,Petrol,Automatic
53290,Toyota,Yaris,2021,75580,Very Good,Petrol,Automatic
30403,Toyota,Camry,2015,237680,Poor,Hybrid,Automatic
61924,Mazda,Mazda6,2019,96396,Fair,Petrol,Automatic
198738,Lexus,NX,2021,93060,Very Good,Hybrid,Automatic
113044,Lexus,IS,2020,100975,Good,Petrol,Automatic
27223,Nissan,Almera,2018,192143,Good,Petrol,CVT
126835,Mazda,CX-5,2023,52466,Very Good,Petrol,Automatic
116384,Mazda,Mazda6,2022,52770,Good,Petrol,Automatic
88458,Mazda,Mazda3,2021,75088,Very Good,Petrol,Automatic
93470,Toyota,Hilux,2023,40770,Very Good,Diesel,Manual
92248,Honda,Civic,2023,41458,Good,Petrol,CVT
37659,Toyota,Vios,2019,130536,Good,Petrol,CVT
25393,Honda,Jazz,2017,193528,Good,Petrol,CVT
95123,Honda,CR-V,2021,71660,Very Good,Petrol,Automatic
42464,Honda,Civic,2019,138090,Fair,Petrol,CVT
275494,Lexus,NX,2023,30124,Excellent,Hybrid,Automatic
84842,Honda,City,2024,24963,Excellent,Petrol,CVT
99602,Honda,HR-V,2023,30594,Excellent,Petrol,Automatic
50057,Mazda,Mazda3,2019,156474,Fair,Petrol,Automatic
28491,Honda,Jazz,2019,120324,Fair,Petrol,Automatic
167132,Lexus,NX,2020,107845,Good,Hybrid,Automatic
88466,Nissan,Serena,2022,83040,Very Good,Petrol,Automatic
181200,Toyota,Camry,2024,20242,Excellent,Petrol,Automatic
172389,Mazda,Mazda6,2024,21296,Excellent,Petrol,Automatic
46338,Honda,City,2020,69290,Very Good,Petrol,Automatic
52691,Nissan,X-Trail,2018,180873,Good,Petrol,Automatic
63113,Mazda,CX-5,2019,125730,Good,Petrol,Automatic
79144,Mazda,Mazda2,2023,28888,Excellent,Petrol,Automatic
31201,Mazda,Mazda2,2018,189511,Good,Petrol,Automatic
279046,Lexus,ES,2024,13698,Excellent,Petrol,Automatic
90186,Toyota,Vios,2024,26172,Excellent,Petrol,Automatic
48528,Mazda,Mazda2,2020,84695,Very Good,Petrol,Automatic
59593,Honda,City,2022,62181,Good,Petrol,Automatic
42237,Mazda,CX-5,2017,155592,Fair,Petrol,Automatic
66691,Toyota,Camry,2018,156821,Good,Hybrid,Automatic
68249,Toyota,Hilux,2021,97952,Very Good,Petrol,Manual
60699,Nissan,Navara,2021,55104,Good,Diesel,Manual
93185,Nissan,Navara,2023,30822,Excellent,Petrol,Manual
47390,Nissan,Almera,2021,49052,Very Good,Petrol,Automatic
221339,Lexus,RX,2021,79024,Very Good,Hybrid,Automatic
82550,Mazda,Mazda6,2021,106672,Fair,Petrol,Automatic
89554,Toyota,Vios,2024,26606,Excellent,Petrol,Automatic
392940,Lexus,RX,2024,27116,Excellent,Petrol,Automatic
35522,Nissan,Navara,2018,92050,Fair,Diesel,Manual
72994,Nissan,Almera,2024,20299,Excellent,Petrol,Automatic
73838,Lexus,IS,2018,122654,Fair,Hybrid,Automatic
116068,Mazda,CX-5,2023,44220,Good,Petrol,Automatic
53940,Toyota,Vios,2021,73296,Very Good,Petrol,Automatic
35364,Toyota,Camry,2016,173232,Poor,Hybrid,Automatic
146858,Mazda,CX-5,2024,17563,Excellent,Petrol,Automatic
73499,Nissan,Serena,2021,103868,Good,Petrol,Automatic
111234,Mazda,Mazda6,2022,59868,Good,Petrol,Automatic
230083,Lexus,ES,2023,54956,Good,Hybrid,Automatic
25116,Nissan,Serena,2014,173756,Fair,Petrol,Automatic
55664,Toyota,Hilux,2020,95870,Good,Petrol,Manual
32354,Honda,HR-V,2017,186584,Good,Petrol,Automatic
296894,Lexus,RX,2023,44216,Good,Petrol,Automatic
150525,Toyota,Fortuner,2023,29594,Excellent,Diesel,Manual
110122,Honda,CR-V,2022,67221,Very Good,Petrol,Automatic
93828,Toyota,Fortuner,2020,98835,Good,Petrol,Manual
51318,Honda,Jazz,2021,83472,Very Good,Petrol,Automatic
75362,Honda,City,2023,35584,Excellent,Petrol,CVT
82504,Nissan,Navara,2023,54060,Good,Diesel,Manual
32548,Nissan,Navara,2017,205512,Good,Diesel,Automatic
78255,Mazda,CX-5,2020,103350,Good,Petrol,Automatic
71336,Mazda,Mazda2,2023,43308,Very Good,Petrol,Automatic
66239,Mazda,Mazda6,2019,95784,Fair,Petrol,Automatic
90758,Mazda,Mazda2,2024,25476,Excellent,Petrol,Automatic
196943,Lexus,ES,2022,80403,Very Good,Petrol,Automatic
32509,Toyota,Hilux,2018,182840,Fair,Diesel,Automatic
75286,Lexus,IS,2018,158445,Fair,Hybrid,Automatic
107558,Honda,Accord,2021,72544,Very Good,Hybrid,Automatic
32441,Nissan,Almera,2019,130566,Good,Petrol,CVT
74811,Mazda,Mazda3,2021,98820,Good,Petrol,Automatic
73124,Lexus,IS,2018,163310,Fair,Petrol,Automatic
60913,Honda,City,2022,74361,Very Good,Petrol,Automatic
71932,Nissan,Navara,2022,53424,Very Good,Diesel,Manual
145501,Mazda,CX-5,2024,17923,Excellent,Petrol,Automatic
75555,Honda,BR-V,2023,39294,Excellent,Petrol,Automatic
141660,Mazda,Mazda3,2024,14076,Excellent,Petrol,Automatic
79864,Nissan,Almera,2024,15392,Excellent,Petrol,CVT
361989,Lexus,RX,2024,21829,Excellent,Petrol,Automatic
242452,Lexus,IS,2024,15403,Excellent,Hybrid,Automatic
102970,Toyota,Corolla,2023,27990,Excellent,Petrol,Automatic
386702,Lexus,RX,2024,26089,Excellent,Hybrid,Automatic
133936,Mazda,Mazda3,2024,17269,Excellent,Petrol,Automatic
360961,Lexus,RX,2024,22722,Excellent,Petrol,Automatic
77826,Nissan,Almera,2024,17218,Excellent,Petrol,Automatic
243495,Lexus,ES,2023,28426,Excellent,Petrol,Automatic
155270,Mazda,CX-5,2024,24612,Excellent,Petrol,Automatic
27998,Honda,BR-V,2017,194304,Good,Petrol,Automatic
107062,Mazda,Mazda6,2021,99472,Very Good,Petrol,Automatic
58591,Lexus,NX,2016,228618,Poor,Hybrid,Automatic
230103,Lexus,IS,2024,23312,Excellent,Petrol,Automatic
64890,Mazda,Mazda3,2020,122420,Good,Petrol,Automatic
63040,Toyota,Corolla,2020,97660,Good,Petrol,CVT
55823,Nissan,Serena,2020,127145,Fair,Petrol,Automatic
71718,Toyota,Yaris,2023,43364,Very Good,Petrol,Automatic
113100,Mazda,CX-5,2022,41064,Very Good,Petrol,Automatic
64080,Mazda,Mazda2,2022,76539,Very Good,Petrol,Automatic
136560,Nissan,X-Trail,2024,24944,Excellent,Petrol,Automatic
53063,Mazda,CX-5,2018,189924,Good,Petrol,Automatic
78875,Toyota,Camry,2019,136326,Good,Hybrid,Automatic
136268,Mazda,Mazda3,2024,13508,Excellent,Petrol,Automatic
44103,Toyota,Yaris,2020,95145,Good,Petrol,Automatic
64972,Honda,Accord,2019,77238,Fair,Hybrid,Automatic
44945,Mazda,Mazda2,2020,110925,Good,Petrol,Automatic
244035,Lexus,NX,2022,48642,Very Good,Petrol,Automatic
74732,Nissan,X-Trail,2020,83670,Good,Petrol,Automatic
30173,Toyota,Hilux,2017,181896,Fair,Petrol,Manual
62239,Honda,City,2022,52218,Very Good,Petrol,Automatic
103869,Mazda,Mazda3,2023,48610,Good,Petrol,Automatic
62384,Toyota,Fortuner,2018,87829,Fair,Diesel,Manual
72039,Lexus,ES,2016,136737,Fair,Petrol,Automatic
322495,Lexus,NX,2024,21829,Excellent,Petrol,Automatic
28543,Mazda,Mazda3,2016,148491,Poor,Petrol,Automatic
91466,Honda,Accord,2020,79215,Very Good,Petrol,Automatic
114317,Honda,Accord,2022,48207,Good,Hybrid,Automatic
17529,Toyota,Yaris,2016,136818,Poor,Petrol,Automatic
112478,Lexus,NX,2017,111792,Good,Petrol,Automatic
195936,Lexus,ES,2022,40446,Good,Hybrid,Automatic
124678,Toyota,Corolla,2024,25414,Excellent,Petrol,CVT
46148,Nissan,Almera,2021,72116,Good,Petrol,CVT
69329,Mazda,Mazda3,2020,96390,Very Good,Petrol,Automatic
77134,Nissan,Navara,2022,43167,Very Good,Diesel,Automatic
51718,Nissan,X-Trail,2019,117180,Fair,Petrol,Automatic
242977,Lexus,ES,2023,46226,Very Good,Hybrid,Automatic
51708,Honda,Civic,2019,107184,Good,Petrol,CVT
89901,Mazda,Mazda2,2024,20651,Excellent,Petrol,Automatic
135447,Honda,CR-V,2023,35800,Excellent,Petrol,Automatic
51505,Nissan,Almera,2022,39381,Good,Petrol,CVT
186435,Toyota,Camry,2024,13581,Excellent,Petrol,Automatic
143090,Mazda,Mazda3,2024,12154,Excellent,Petrol,Automatic
87625,Honda,Civic,2022,49224,Good,Petrol,Automatic
296331,Lexus,ES,2024,13404,Excellent,Hybrid,Automatic
103687,Nissan,Navara,2024,17664,Excellent,Diesel,Automatic
91393,Honda,BR-V,2024,19117,Excellent,Petrol,Automatic
122748,Lexus,IS,2020,109300,Good,Petrol,Automatic
91186,Toyota,Corolla,2023,53634,Good,Petrol,CVT
44018,Toyota,Vios,2020,100945,Good,Petrol,CVT
39309,Honda,HR-V,2018,172445,Good,Petrol,Automatic
111212,Toyota,Hilux,2024,22279,Excellent,Diesel,Automatic
91888,Toyota,Vios,2024,15984,Excellent,Petrol,CVT
64243,Honda,BR-V,2022,53847,Good,Petrol,Automatic
69792,Nissan,Navara,2022,56958,Good,Petrol,Manual
24616,Honda,Civic,2015,163070,Fair,Petrol,CVT
48752,Mazda,Mazda2,2020,69365,Very Good,Petrol,Automatic
72321,Honda,HR-V,2022,80313,Good,Petrol,Automatic
67718,Lexus,RX,2016,196434,Poor,Petrol,Automatic
119395,Mazda,Mazda6,2022,73248,Very Good,Petrol,Automatic
45618,Honda,BR-V,2020,124860,Good,Petrol,Automatic
34169,Honda,HR-V,2017,150184,Good,Petrol,Automatic
69884,Honda,Civic,2021,99156,Good,Petrol,Automatic
81955,Nissan,Serena,2021,55704,Good,Petrol,Automatic
21587,Toyota,Hilux,2015,240160,Fair,Diesel,Automatic
77054,Nissan,Almera,2024,25296,Excellent,Petrol,Automatic
118474,Lexus,NX,2018,149296,Good,Petrol,Automatic
141541,Lexus,ES,2020,122935,Good,Petrol,Automatic
39347,Toyota,Camry,2015,125220,Fair,Hybrid,Automatic
142226,Mazda,Mazda3,2024,16300,Excellent,Petrol,Automatic
37368,Honda,Civic,2018,193396,Fair,Petrol,Automatic
33867,Honda,Accord,2016,162540,Poor,Petrol,Automatic
78211,Mazda,Mazda2,2023,38310,Excellent,Petrol,Automatic
222984,Lexus,RX,2021,89940,Very Good,Hybrid,Automatic
82630,Mazda,Mazda6,2020,138115,Good,Petrol,Automatic
102736,Toyota,Hilux,2023,38516,Excellent,Petrol,Manual
49327,Nissan,Almera,2021,58784,Very Good,Petrol,Automatic
74131,Honda,Accord,2019,106734,Good,Hybrid,Automatic
26409,Mazda,Mazda3,2016,163575,Poor,Petrol,Automatic
53837,Nissan,Serena,2019,159714,Good,Petrol,Automatic
174915,Toyota,Fortuner,2024,18068,Excellent,Diesel,Manual
122914,Honda,Civic,2024,27675,Excellent,Petrol,CVT
127752,Toyota,Corolla,2024,15362,Excellent,Petrol,Automatic
59370,Toyota,Vios,2022,78066,Good,Petrol,CVT
106070,Nissan,Navara,2024,27400,Excellent,Diesel,Automatic
60447,Lexus,RX,2014,155078,Poor,Hybrid,Automatic
168660,Toyota,Camry,2023,38810,Excellent,Hybrid,Automatic
32548,Nissan,Almera,2019,137730,Good,Petrol,CVT
41451,Toyota,Yaris,2020,125005,Good,Petrol,Automatic
293190,Lexus,RX,2023,45568,Good,Petrol,Automatic
75616,Toyota,Camry,2019,77214,Fair,Hybrid,Automatic
40126,Honda,City,2020,113915,Good,Petrol,CVT
48656,Honda,CR-V,2017,126032,Good,Petrol,Automatic
97238,Honda,CR-V,2021,49580,Very Good,Petrol,Automatic
61335,Nissan,Almera,2023,51518,Good,Petrol,CVT
53320,Honda,Accord,2017,169392,Good,Petrol,Automatic
297755,Lexus,ES,2024,22724,Excellent,Hybrid,Automatic
30600,Honda,Civic,2016,108981,Fair,Petrol,Automatic
157860,Toyota,Camry,2023,45544,Very Good,Hybrid,Automatic
41376,Honda,HR-V,2019,102942,Fair,Petrol,Automatic
49328,Honda,CR-V,2018,153937,Fair,Petrol,Automatic
98623,Lexus,NX,2018,157465,Fair,Petrol,Automatic
112279,Toyota,Camry,2021,84868,Very Good,Petrol,Automatic
23581,Mazda,Mazda2,2016,118791,Fair,Petrol,Automatic
85476,Honda,CR-V,2021,72484,Good,Petrol,Automatic
53147,Mazda,Mazda2,2021,90308,Very Good,Petrol,Automatic
14373,Nissan,Almera,2015,223020,Fair,Petrol,Automatic
74504,Lexus,RX,2016,142263,Poor,Petrol,Automatic
57927,Toyota,Yaris,2022,47712,Very Good,Petrol,Automatic
98214,Toyota,Corolla,2023,47146,Good,Petrol,CVT
56797,Nissan,X-Trail,2020,119700,Fair,Petrol,Automatic
60925,Nissan,Navara,2021,90772,Very Good,Petrol,Automatic
133808,Mazda,CX-5,2023,38648,Excellent,Petrol,Automatic
26026,Toyota,Hilux,2016,161343,Fair,Petrol,Automatic
17937,Nissan,Navara,2015,141370,Poor,Petrol,Manual
326596,Lexus,NX,2024,26718,Excellent,Petrol,Automatic
118224,Mazda,Mazda6,2022,51591,Very Good,Petrol,Automatic
49058,Honda,CR-V,2017,183848,Good,Petrol,Automatic
55340,Toyota,Yaris,2022,53814,Good,Petrol,Automatic
233940,Lexus,NX,2022,49380,Very Good,Hybrid,Automatic
53426,Honda,Accord,2018,109802,Fair,Petrol,Automatic
92142,Toyota,Corolla,2023,45954,Good,Petrol,CVT
246801,Lexus,NX,2022,38172,Very Good,Hybrid,Automatic
92490,Toyota,Corolla,2023,52218,Good,Petrol,CVT
82476,Mazda,Mazda2,2023,28120,Excellent,Petrol,Automatic
47610,Honda,Jazz,2021,85960,Good,Petrol,CVT
71941,Nissan,X-Trail,2020,120365,Good,Petrol,Automatic
152399,Mazda,CX-5,2024,14325,Excellent,Petrol,Automatic
60925,Toyota,Corolla,2020,108615,Good,Petrol,Automatic
41958,Mazda,Mazda6,2016,150840,Fair,Petrol,Automatic
81825,Nissan,X-Trail,2020,61305,Very Good,Petrol,Automatic
59463,Mazda,Mazda6,2018,189511,Good,Petrol,Automatic
98724,Nissan,X-Trail,2022,55209,Very Good,Petrol,Automatic
172083,Mazda,Mazda6,2024,23969,Excellent,Petrol,Automatic
66003,Toyota,Vios,2022,64986,Very Good,Petrol,Automatic
109490,Mazda,Mazda3,2023,42212,Very Good,Petrol,Automatic
105573,Lexus,RX,2017,134544,Fair,Petrol,Automatic
43666,Nissan,X-Trail,2018,175952,Fair,Petrol,Automatic
80482,Lexus,IS,2017,135928,Good,Petrol,Automatic
28934,Honda,CR-V,2015,263380,Fair,Petrol,Automatic
315760,Lexus,RX,2023,41036,Very Good,Petrol,Automatic
73218,Nissan,Almera,2024,16796,Excellent,Petrol,Automatic
333460,Lexus,NX,2024,15125,Excellent,Petrol,Automatic
106027,Mazda,CX-5,2022,67692,Good,Petrol,Automatic
55682,Nissan,Serena,2019,154908,Good,Petrol,Automatic
50482,Nissan,X-Trail,2019,160452,Fair,Petrol,Automatic
44150,Nissan,Almera,2021,64004,Good,Petrol,Automatic
140081,Lexus,NX,2019,120714,Good,Petrol,Automatic
144547,Mazda,Mazda6,2023,42236,Very Good,Petrol,Automatic
141122,Lexus,NX,2019,150132,Good,Hybrid,Automatic
42676,Mazda,Mazda3,2017,151032,Good,Petrol,Automatic
111401,Toyota,Hilux,2024,14427,Excellent,Petrol,Manual
24068,Honda,City,2017,118032,Fair,Petrol,CVT
155223,Toyota,Camry,2023,45088,Good,Hybrid,Automatic
24146,Nissan,Almera,2017,131288,Good,Petrol,Automatic
116878,Lexus,IS,2020,110795,Good,Hybrid,Automatic
55359,Mazda,Mazda2,2021,57672,Good,Petrol,Automatic
94424,Mazda,Mazda3,2022,50895,Good,Petrol,Automatic
87470,Toyota,Vios,2024,22627,Excellent,Petrol,Automatic
90788,Lexus,IS,2019,82362,Fair,Hybrid,Automatic
321580,Lexus,NX,2024,17555,Excellent,Hybrid,Automatic
28125,Mazda,Mazda2,2018,116494,Fair,Petrol,Automatic
179789,Toyota,Fortuner,2024,23132,Excellent,Petrol,Manual
147482,Honda,CR-V,2024,23941,Excellent,Petrol,Automatic
66197,Mazda,Mazda3,2020,137300,Good,Petrol,Automatic
32557,Honda,Jazz,2020,128135,Fair,Petrol,CVT
78069,Honda,HR-V,2022,66063,Very Good,Petrol,Automatic
99705,Nissan,Serena,2023,49028,Good,Petrol,Automatic
88399,Mazda,Mazda2,2024,18641,Excellent,Petrol,Automatic
376172,Lexus,RX,2024,24063,Excellent,Petrol,Automatic
53642,Honda,BR-V,2021,69444,Very Good,Petrol,Automatic
157710,Lexus,RX,2019,118674,Good,Hybrid,Automatic
64227,Honda,City,2022,42273,Very Good,Petrol,CVT
79031,Mazda,Mazda6,2021,100968,Fair,Petrol,Automatic
31595,Toyota,Fortuner,2016,233388,Poor,Petrol,Automatic
35990,Nissan,Navara,2018,158102,Good,Diesel,Automatic
207635,Lexus,NX,2021,81148,Very Good,Hybrid,Automatic
36786,Mazda,Mazda3,2017,144664,Fair,Petrol,Automatic
346936,Lexus,NX,2024,17519,Excellent,Hybrid,Automatic
75190,Honda,HR-V,2022,66861,Very Good,Petrol,Automatic
161636,Lexus,IS,2022,44217,Good,Hybrid,Automatic
75718,Lexus,IS,2018,163898,Fair,Petrol,Automatic
79009,Honda,Jazz,2024,15511,Excellent,Petrol,Automatic
51885,Toyota,Camry,2017,140416,Fair,Petrol,Automatic
94855,Nissan,X-Trail,2022,73224,Good,Petrol,Automatic
21572,Mazda,Mazda3,2014,272382,Fair,Petrol,Automatic
70999,Honda,Accord,2020,139380,Fair,Petrol,Automatic
138588,Lexus,RX,2018,127575,Good,Petrol,Automatic
42014,Lexus,IS,2016,210735,Poor,Hybrid,Automatic
179478,Honda,Accord,2024,14486,Excellent,Petrol,Automatic
25409,Honda,Jazz,2018,159411,Fair,Petrol,Automatic
24679,Honda,City,2017,139680,Fair,Petrol,Automatic
34168,Toyota,Fortuner,2015,251250,Fair,Diesel,Automatic
82701,Nissan,X-Trail,2021,52688,Good,Petrol,Automatic
66380,Mazda,Mazda6,2019,72726,Fair,Petrol,Automatic
98104,Mazda,Mazda6,2021,90108,Good,Petrol,Automatic
59103,Honda,Jazz,2022,65442,Very Good,Petrol,CVT
29772,Toyota,Yaris,2018,192213,Good,Petrol,Automatic
114431,Nissan,X-Trail,2023,46730,Very Good,Petrol,Automatic
129072,Honda,CR-V,2023,30230,Excellent,Petrol,Automatic
80495,Nissan,X-Trail,2021,89792,Good,Petrol,Automatic
149551,Toyota,Camry,2023,55910,Very Good,Hybrid,Automatic
63664,Lexus,IS,2017,138872,Fair,Hybrid,Automatic
95637,Nissan,Serena,2022,54345,Very Good,Petrol,Automatic
110635,Nissan,X-Trail,2023,41830,Good,Petrol,Automatic
38440,Nissan,Serena,2018,190925,Fair,Petrol,Automatic
21094,Honda,Civic,2016,238824,Poor,Petrol,Automatic
33213,Mazda,Mazda6,2015,206740,Fair,Petrol,Automatic
23655,Honda,Civic,2016,186300,Poor,Petrol,CVT
23121,Honda,BR-V,2017,198256,Fair,Petrol,Automatic
46788,Honda,City,2020,60085,Very Good,Petrol,CVT
60632,Toyota,Vios,2022,74094,Very Good,Petrol,Automatic
40864,Nissan,Almera,2020,91785,Very Good,Petrol,CVT
292172,Lexus,NX,2023,31742,Excellent,Petrol,Automatic
51185,Mazda,Mazda3,2019,75792,Fair,Petrol,Automatic
69986,Nissan,Navara,2022,81672,Good,Diesel,Automatic
91845,Toyota,Vios,2024,23582,Excellent,Petrol,CVT
77014,Toyota,Hilux,2022,82089,Very Good,Diesel,Automatic
106642,Mazda,Mazda3,2023,43432,Good,Petrol,Automatic
79607,Mazda,Mazda6,2020,119660,Good,Petrol,Automatic
154672,Lexus,NX,2020,126175,Good,Hybrid,Automatic
166582,Lexus,IS,2022,60594,Very Good,Petrol,Automatic
101347,Nissan,X-Trail,2022,38349,Good,Petrol,Automatic
226252,Lexus,IS,2024,22956,Excellent,Hybrid,Automatic
251492,Lexus,ES,2023,25638,Excellent,Petrol,Automatic
25164,Mazda,CX-5,2015,183680,Poor,Petrol,Automatic
48838,Honda,City,2021,107424,Good,Petrol,Automatic
101786,Nissan,Navara,2024,13997,Excellent,Diesel,Automatic
70005,Toyota,Vios,2023,44356,Good,Petrol,CVT
168636,Mazda,Mazda6,2024,26044,Excellent,Petrol,Automatic
40110,Nissan,Almera,2020,66530,Good,Petrol,Automatic
232948,Lexus,NX,2022,51516,Good,Hybrid,Automatic
38758,Honda,Jazz,2020,110895,Good,Petrol,Automatic
186187,Lexus,IS,2023,43170,Very Good,Hybrid,Automatic
58562,Mazda,Mazda2,2021,50988,Very Good,Petrol,Automatic
54750,Mazda,Mazda2,2021,51128,Very Good,Petrol,Automatic
145411,Nissan,X-Trail,2024,25608,Excellent,Petrol,Automatic
38749,Toyota,Vios,2020,116560,Fair,Petrol,CVT
258251,Lexus,ES,2023,28850,Excellent,Hybrid,Automatic
47605,Honda,Civic,2018,129122,Good,Petrol,Automatic
82783,Nissan,Navara,2023,50726,Good,Petrol,Automatic
322313,Lexus,RX,2023,42566,Very Good,Hybrid,Automatic
145739,Mazda,Mazda6,2023,25158,Excellent,Petrol,Automatic
69972,Lexus,NX,2016,234738,Fair,Hybrid,Automatic
107394,Toyota,Corolla,2023,33052,Excellent,Petrol,CVT
249291,Lexus,IS,2024,14672,Excellent,Hybrid,Automatic
57299,Mazda,CX-5,2019,98532,Fair,Petrol,Automatic
33166,Mazda,Mazda6,2016,174537,Poor,Petrol,Automatic
69217,Toyota,Hilux,2021,56412,Good,Diesel,Automatic
27813,Honda,City,2017,125392,Good,Petrol,CVT
74934,Nissan,Serena,2021,106592,Good,Petrol,Automatic
51387,Honda,City,2021,74952,Good,Petrol,Automatic
60905,Honda,BR-V,2022,82554,Very Good,Petrol,Automatic
21522,Nissan,Navara,2015,188030,Fair,Diesel,Automatic
15864,Nissan,Almera,2015,196510,Fair,Petrol,CVT
58139,Mazda,CX-5,2018,140098,Good,Petrol,Automatic
26682,Honda,BR-V,2017,192488,Good,Petrol,Automatic
99441,Honda,Civic,2023,47854,Very Good,Petrol,Automatic
227264,Lexus,ES,2023,42038,Good,Petrol,Automatic
26242,Mazda,Mazda6,2014,307032,Fair,Petrol,Automatic
74777,Nissan,Almera,2024,24352,Excellent,Petrol,Automatic
288011,Lexus,NX,2023,31734,Excellent,Petrol,Automatic
75092,Honda,CR-V,2020,73740,Good,Petrol,Automatic
74033,Honda,Civic,2021,57352,Good,Petrol,Automatic
19833,Nissan,X-Trail,2014,251163,Poor,Petrol,Automatic
153117,Mazda,CX-5,2024,20369,Excellent,Petrol,Automatic
65457,Toyota,Hilux,2021,105232,Good,Diesel,Manual
43927,Nissan,Navara,2019,166032,Good,Diesel,Manual
76271,Nissan,Navara,2022,73422,Very Good,Petrol,Automatic
117980,Mazda,Mazda3,2023,26218,Excellent,Petrol,Automatic
16030,Mazda,Mazda2,2016,201789,Poor,Petrol,Automatic
85445,Toyota,Camry,2019,76332,Good,Hybrid,Automatic
96243,Nissan,Serena,2022,45660,Very Good,Petrol,Automatic
39198,Honda,HR-V,2019,130854,Fair,Petrol,Automatic
172763,Mazda,Mazda6,2024,15101,Excellent,Petrol,Automatic
63449,Nissan,Navara,2021,53292,Good,Diesel,Manual
136090,Lexus,IS,2021,103580,Good,Hybrid,Automatic
25746,Nissan,Almera,2018,89964,Fair,Petrol,CVT
114976,Toyota,Fortuner,2022,74529,Good,Diesel,Automatic
83472,Nissan,X-Trail,2021,85816,Good,Petrol,Automatic
269126,Lexus,NX,2023,55392,Very Good,Hybrid,Automatic
107971,Nissan,Navara,2024,19279,Excellent,Diesel,Automatic
48025,Nissan,Serena,2019,140664,Fair,Petrol,Automatic
44703,Nissan,X-Trail,2017,144704,Good,Petrol,Automatic
334986,Lexus,RX,2023,36706,Excellent,Petrol,Automatic
72315,Honda,BR-V,2023,51838,Very Good,Petrol,Automatic
33874,Toyota,Vios,2019,136254,Fair,Petrol,CVT
119428,Toyota,Hilux,2024,16277,Excellent,Diesel,Manual
65061,Mazda,Mazda3,2021,103012,Fair,Petrol,Automatic
